Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,UiOrderIndex,Flags,AddedInPatch,SwatchColor[0],SwatchColor[1]
Incarnation of Nightmare (Red),15225,906,272,20,20,0,90001,0,0
Incarnation of Nightmare (Fuschia),15226,906,273,21,21,0,90001,0,0
Ghost of the Pridemother (Blue),15227,906,274,22,22,0,90001,0,0
Ghost of the Pridemother (Green),15228,906,275,23,23,0,90001,0,0
Ghost of the Pridemother (Fuschia),15229,906,276,24,24,0,90001,0,0
Ghost of the Pridemother (Red),15230,906,277,25,25,0,90001,0,0
Moonspirit (Brown),15231,906,278,26,26,0,90001,0,0
Moonspirit (Black),15232,906,279,27,27,0,90001,0,0
Moonspirit (White),15233,906,280,28,28,0,90001,0,0
Moonspirit (Gray),15234,906,281,29,29,0,90001,0,0
Fangs of Ashamane (Brown),15235,907,258,5,5,0,90001,0,0
Fangs of Ashamane (Black),15236,907,259,6,6,0,90001,0,0
Fangs of Ashamane (Blue),15237,907,260,7,7,0,90001,0,0
Fangs of Ashamane (White),15238,907,261,8,8,0,90001,0,0
Nature's Fury (Brown),15239,907,262,9,9,0,90001,0,0
Nature's Fury (Green),15240,907,263,10,10,0,90001,0,0
Nature's Fury (Orange),15241,907,264,11,11,0,90001,0,0
Nature's Fury (Fuschia),15242,907,265,12,12,0,90001,0,0
Primal Stalker (Green),15243,907,266,13,13,0,90001,0,0
Primal Stalker (Orange),15244,907,267,14,14,0,90001,0,0
Primal Stalker (Purple),15245,907,268,15,15,0,90001,0,0
Primal Stalker (Teal),15246,907,269,16,16,0,90001,0,0
Incarnation of Nightmare (Purple),15247,907,270,17,17,0,90001,0,0
Incarnation of Nightmare (Teal),15248,907,271,18,18,0,90001,0,0
Incarnation of Nightmare (Red),15249,907,272,19,19,0,90001,0,0
Incarnation of Nightmare (Fuschia),15250,907,273,20,20,0,90001,0,0
Ghost of the Pridemother (Blue),15251,907,274,21,21,0,90001,0,0
Ghost of the Pridemother (Green),15252,907,275,22,22,0,90001,0,0
Ghost of the Pridemother (Fuschia),15253,907,276,23,23,0,90001,0,0
Ghost of the Pridemother (Red),15254,907,277,24,24,0,90001,0,0
Moonspirit (Brown),15255,907,278,25,25,0,90001,0,0
Moonspirit (Black),15256,907,279,26,26,0,90001,0,0
Moonspirit (White),15257,907,280,27,27,0,90001,0,0
Moonspirit (Gray),15258,907,281,28,28,0,90001,0,0
Fangs of Ashamane (Brown),15259,908,258,5,5,0,90001,0,0
Fangs of Ashamane (Black),15260,908,259,6,6,0,90001,0,0
Fangs of Ashamane (Blue),15261,908,260,7,7,0,90001,0,0
Fangs of Ashamane (White),15262,908,261,8,8,0,90001,0,0
Nature's Fury (Brown),15263,908,262,9,9,0,90001,0,0
Nature's Fury (Green),15264,908,263,10,10,0,90001,0,0
Nature's Fury (Orange),15265,908,264,11,11,0,90001,0,0
Nature's Fury (Fuschia),15266,908,265,12,12,0,90001,0,0
Primal Stalker (Green),15267,908,266,13,13,0,90001,0,0
Primal Stalker (Orange),15268,908,267,14,14,0,90001,0,0
Primal Stalker (Purple),15269,908,268,15,15,0,90001,0,0
Primal Stalker (Teal),15270,908,269,16,16,0,90001,0,0
Incarnation of Nightmare (Purple),15271,908,270,17,17,0,90001,0,0
Incarnation of Nightmare (Teal),15272,908,271,18,18,0,90001,0,0
Incarnation of Nightmare (Red),15273,908,272,19,19,0,90001,0,0
Incarnation of Nightmare (Fuschia),15274,908,273,20,20,0,90001,0,0
Ghost of the Pridemother (Blue),15275,908,274,21,21,0,90001,0,0
Ghost of the Pridemother (Green),15276,908,275,22,22,0,90001,0,0
Ghost of the Pridemother (Fuschia),15277,908,276,23,23,0,90001,0,0
Ghost of the Pridemother (Red),15278,908,277,24,24,0,90001,0,0
Moonspirit (Brown),15279,908,278,25,25,0,90001,0,0
Moonspirit (Black),15280,908,279,26,26,0,90001,0,0
Moonspirit (White),15281,908,280,27,27,0,90001,0,0
Moonspirit (Gray),15282,908,281,28,28,0,90001,0,0
Fangs of Ashamane (Green),15283,909,258,5,5,0,90001,0,0
Fangs of Ashamane (Black),15284,909,259,6,6,0,90001,0,0
Fangs of Ashamane (Blue),15285,909,260,7,7,0,90001,0,0
Fangs of Ashamane (White),15286,909,261,8,8,0,90001,0,0
Nature's Fury (Brown),15287,909,262,9,9,0,90001,0,0
Nature's Fury (Green),15288,909,263,10,10,0,90001,0,0
Nature's Fury (Orange),15289,909,264,11,11,0,90001,0,0
Nature's Fury (Fuschia),15290,909,265,12,12,0,90001,0,0
Primal Stalker (Green),15291,909,266,13,13,0,90001,0,0
Primal Stalker (Orange),15292,909,267,14,14,0,90001,0,0
Primal Stalker (Purple),15293,909,268,15,15,0,90001,0,0
Primal Stalker (Teal),15294,909,269,16,16,0,90001,0,0
Incarnation of Nightmare (Purple),15295,909,270,17,17,0,90001,0,0
Incarnation of Nightmare (Teal),15296,909,271,18,18,0,90001,0,0
Incarnation of Nightmare (Red),15297,909,272,19,19,0,90001,0,0
Incarnation of Nightmare (Fuschia),15298,909,273,20,20,0,90001,0,0
Ghost of the Pridemother (Blue),15299,909,274,21,21,0,90001,0,0
Ghost of the Pridemother (Green),15300,909,275,22,22,0,90001,0,0
Ghost of the Pridemother (Fuschia),15301,909,276,23,23,0,90001,0,0
Ghost of the Pridemother (Red),15302,909,277,24,24,0,90001,0,0
Moonspirit (Brown),15303,909,278,25,25,0,90001,0,0
Moonspirit (Black),15304,909,279,26,26,0,90001,0,0
Moonspirit (White),15305,909,280,27,27,0,90001,0,0
Moonspirit (Gray),15306,909,281,28,28,0,90001,0,0
Fangs of Ashamane (Green),15307,910,258,5,5,0,90001,0,0
Fangs of Ashamane (Black),15308,910,259,6,6,0,90001,0,0
Fangs of Ashamane (Blue),15309,910,260,7,7,0,90001,0,0
Fangs of Ashamane (White),15310,910,261,8,8,0,90001,0,0
Nature's Fury (Brown),15311,910,262,9,9,0,90001,0,0
Nature's Fury (Green),15312,910,263,10,10,0,90001,0,0
Nature's Fury (Orange),15313,910,264,11,11,0,90001,0,0
Nature's Fury (Fuschia),15314,910,265,12,12,0,90001,0,0
Primal Stalker (Green),15315,910,266,13,13,0,90001,0,0
Primal Stalker (Orange),15316,910,267,14,14,0,90001,0,0
Primal Stalker (Purple),15317,910,268,15,15,0,90001,0,0
Primal Stalker (Teal),15318,910,269,16,16,0,90001,0,0
Incarnation of Nightmare (Purple),15319,910,270,17,17,0,90001,0,0
Incarnation of Nightmare (Teal),15320,910,271,18,18,0,90001,0,0
Incarnation of Nightmare (Red),15321,910,272,19,19,0,90001,0,0
Incarnation of Nightmare (Fuschia),15322,910,273,20,20,0,90001,0,0
Ghost of the Pridemother (Blue),15323,910,274,21,21,0,90001,0,0
Ghost of the Pridemother (Green),15324,910,275,22,22,0,90001,0,0
Ghost of the Pridemother (Fuschia),15325,910,276,23,23,0,90001,0,0
Ghost of the Pridemother (Red),15326,910,277,24,24,0,90001,0,0
Moonspirit (Brown),15327,910,278,25,25,0,90001,0,0
Moonspirit (Black),15328,910,279,26,26,0,90001,0,0
Moonspirit (White),15329,910,280,27,27,0,90001,0,0
Moonspirit (Gray),15330,910,281,28,28,0,90001,0,0
Fangs of Ashamane (Tan),15331,911,258,5,5,0,90001,0,0
Fangs of Ashamane (Black),15332,911,259,6,6,0,90001,0,0
Fangs of Ashamane (Blue),15333,911,260,7,7,0,90001,0,0
Fangs of Ashamane (White),15334,911,261,8,8,0,90001,0,0
Nature's Fury (Brown),15335,911,262,9,9,0,90001,0,0
Nature's Fury (Green),15336,911,263,10,10,0,90001,0,0
Nature's Fury (Orange),15337,911,264,11,11,0,90001,0,0
Nature's Fury (Fuschia),15338,911,265,12,12,0,90001,0,0
Primal Stalker (Green),15339,911,266,13,13,0,90001,0,0
Primal Stalker (Orange),15340,911,267,14,14,0,90001,0,0
Primal Stalker (Purple),15341,911,268,15,15,0,90001,0,0
Primal Stalker (Teal),15342,911,269,16,16,0,90001,0,0
Incarnation of Nightmare (Purple),15343,911,270,17,17,0,90001,0,0
Incarnation of Nightmare (Teal),15344,911,271,18,18,0,90001,0,0
Incarnation of Nightmare (Red),15345,911,272,19,19,0,90001,0,0
Incarnation of Nightmare (Fuschia),15346,911,273,20,20,0,90001,0,0
Ghost of the Pridemother (Blue),15347,911,274,21,21,0,90001,0,0
Ghost of the Pridemother (Green),15348,911,275,22,22,0,90001,0,0
Ghost of the Pridemother (Fuschia),15349,911,276,23,23,0,90001,0,0
Ghost of the Pridemother (Red),15350,911,277,24,24,0,90001,0,0
Moonspirit (Brown),15351,911,278,25,25,0,90001,0,0
Moonspirit (Black),15352,911,279,26,26,0,90001,0,0
Moonspirit (White),15353,911,280,27,27,0,90001,0,0
Moonspirit (Gray),15354,911,281,28,28,0,90001,0,0
Fangs of Ashamane (Tan),15355,912,258,5,5,0,90001,0,0
Fangs of Ashamane (Black),15356,912,259,6,6,0,90001,0,0
Fangs of Ashamane (Blue),15357,912,260,7,7,0,90001,0,0
Fangs of Ashamane (White),15358,912,261,8,8,0,90001,0,0
Nature's Fury (Brown),15359,912,262,9,9,0,90001,0,0
Nature's Fury (Green),15360,912,263,10,10,0,90001,0,0
Nature's Fury (Orange),15361,912,264,11,11,0,90001,0,0
Nature's Fury (Fuschia),15362,912,265,12,12,0,90001,0,0
Primal Stalker (Green),15363,912,266,13,13,0,90001,0,0
Primal Stalker (Orange),15364,912,267,14,14,0,90001,0,0
Primal Stalker (Purple),15365,912,268,15,15,0,90001,0,0
Primal Stalker (Teal),15366,912,269,16,16,0,90001,0,0
Incarnation of Nightmare (Purple),15367,912,270,17,17,0,90001,0,0
Incarnation of Nightmare (Teal),15368,912,271,18,18,0,90001,0,0
Incarnation of Nightmare (Red),15369,912,272,19,19,0,90001,0,0
Incarnation of Nightmare (Fuschia),15370,912,273,20,20,0,90001,0,0
Ghost of the Pridemother (Blue),15371,912,274,21,21,0,90001,0,0
Ghost of the Pridemother (Green),15372,912,275,22,22,0,90001,0,0
Ghost of the Pridemother (Fuschia),15373,912,276,23,23,0,90001,0,0
Ghost of the Pridemother (Red),15374,912,277,24,24,0,90001,0,0
Moonspirit (Brown),15375,912,278,25,25,0,90001,0,0
Moonspirit (Black),15376,912,279,26,26,0,90001,0,0
Moonspirit (White),15377,912,280,27,27,0,90001,0,0
Moonspirit (Gray),15378,912,281,28,28,0,90001,0,0
Druid of the Flame,15379,625,282,30,30,0,90001,0,0
Druid of the Flame,15380,624,282,30,30,0,90001,0,0
Druid of the Flame,15381,624,283,31,31,0,90001,0,0
Druid of the Flame,15382,624,284,32,32,0,90001,0,0
Pale,15383,922,147,1,1,0,90001,15259508,0
Green,15384,922,147,2,2,0,90001,8490752,0
Black,15385,922,147,3,3,0,90001,4737877,0
Red,15386,922,147,4,4,0,90001,7355392,0
,15387,923,148,0,0,0,90001,0,0
Pale,15388,923,147,1,1,0,90001,15259508,0
Green,15389,923,147,2,2,0,90001,8490752,0
Black,15390,923,147,3,3,0,90001,4737877,0
Red,15391,923,147,4,4,0,90001,7355392,0
,15392,924,148,0,0,0,90001,0,0
,15393,925,148,0,0,0,90001,0,0
,15394,926,148,0,0,0,90001,0,0
,15395,927,148,0,0,0,90001,0,0
,15396,928,148,0,0,0,90001,0,0
,15397,929,148,0,0,0,90001,0,0
,15398,930,148,0,0,0,90001,0,0
,15399,931,148,0,0,0,90001,0,0
,15400,932,148,0,0,0,90001,0,0
,15401,933,148,0,0,0,90001,0,0
,15402,934,148,0,0,0,90001,0,0
,15403,935,148,0,0,0,90001,0,0
Purple,15404,924,147,1,1,0,90001,0,0
Purple,15405,925,147,1,1,0,90001,0,0
Brown,15406,926,147,1,1,0,90001,0,0
Brown,15407,927,147,1,1,0,90001,0,0
Red,15408,928,147,1,1,0,90001,0,0
Red,15409,929,147,1,1,0,90001,0,0
Black,15410,930,147,1,1,0,90001,0,0
Black,15411,931,147,1,1,0,90001,0,0
Brown,15412,932,147,1,1,0,90001,0,0
Brown,15413,933,147,1,1,0,90001,0,0
Green,15414,934,147,1,1,0,90001,0,0
Green,15415,935,147,1,1,0,90001,0,0
,15416,10,141,24,24,0,90001,0,0
,15417,10,141,25,25,0,90001,0,0
,15418,10,141,26,26,0,90001,0,0
,15419,10,141,27,27,0,90001,0,0
,15420,10,141,28,28,0,90001,0,0
,15421,10,141,29,29,0,90001,0,0
,15422,10,141,30,30,0,90001,0,0
,15423,10,141,31,31,0,90001,0,0
,15424,10,141,32,32,0,90001,0,0
,15425,10,141,33,33,0,90001,0,0
,15426,10,141,34,34,0,90001,0,0
,15427,10,141,35,35,0,90001,0,0
,15428,10,141,36,36,0,90001,0,0
,15429,10,141,37,37,0,90001,0,0
,15430,10,141,38,38,0,90001,0,0
,15431,10,141,39,39,0,90001,0,0
,15432,10,141,40,40,0,90001,0,0
,15433,10,141,41,41,0,90001,0,0
,15434,10,141,42,42,0,90001,0,0
,15435,10,141,43,43,0,90001,0,0
,15436,10,141,44,44,0,90001,0,0
,15437,10,141,45,45,0,90001,0,0
,15438,10,141,46,46,0,90001,0,0
,15439,10,141,47,47,0,90001,0,0
,15440,901,148,0,0,0,90001,0,0
Trimmed,15441,936,141,1,1,0,90001,0,0
Bushy,15442,936,141,2,2,0,90001,0,0
Grand,15443,936,141,3,3,0,90001,0,0
Thin Braids,15444,936,141,4,4,0,90001,0,0
Wise,15445,936,141,5,5,0,90001,0,0
Thick Braids,15446,936,141,6,6,0,90001,0,0
Fancy,15447,936,141,7,7,0,90001,0,0
Bold,15448,936,141,8,8,0,90001,0,0
Tied,15449,936,141,9,9,0,90001,0,0
None,15450,936,141,0,0,0,90001,0,0
,15451,937,141,0,0,0,90001,0,0
,15452,747,146,12,30,8,90001,-4871785,0
,15453,750,146,12,30,8,90001,-4871785,0
Orca,15454,938,307,2,2,0,90001,0,0
Dolphin,15455,938,306,3,3,0,90001,0,0
Tideskipper,15456,938,308,4,4,0,90001,0,0
,15457,938,148,0,0,0,90001,0,0
Sea Lion,15458,938,147,1,1,0,90001,0,0
,15459,939,148,0,0,0,90001,0,0
Sea Lion,15460,939,147,1,1,0,90001,0,0
Orca,15461,939,307,2,2,0,90001,0,0
Dolphin,15462,939,306,3,3,0,90001,0,0
Tideskipper,15463,939,308,4,4,0,90001,0,0
,15464,940,148,0,0,0,90001,0,0
Sea Lion,15465,940,147,1,1,0,90001,0,0
Orca,15466,940,307,2,2,0,90001,0,0
Dolphin,15467,940,306,3,3,0,90001,0,0
Tideskipper,15468,940,308,4,4,0,90001,0,0
,15469,941,148,0,0,0,90001,0,0
Sea Lion,15470,941,147,1,1,0,90001,0,0
Orca,15471,941,307,2,2,0,90001,0,0
Dolphin,15472,941,306,3,3,0,90001,0,0
Tideskipper,15473,941,308,4,4,0,90001,0,0
,15474,942,148,0,0,0,90001,0,0
Sea Lion,15475,942,147,1,1,0,90001,0,0
Orca,15476,942,307,2,2,0,90001,0,0
Dolphin,15477,942,306,3,3,0,90001,0,0
Tideskipper,15478,942,308,4,4,0,90001,0,0
,15479,943,148,0,0,0,90001,0,0
Sea Lion,15480,943,147,1,1,0,90001,0,0
Orca,15481,943,307,2,2,0,90001,0,0
Dolphin,15482,943,306,3,3,0,90001,0,0
Tideskipper,15483,943,308,4,4,0,90001,0,0
,15484,944,148,0,0,0,90001,0,0
White,15485,944,147,1,1,0,90001,8689810,0
Orca,15486,944,307,5,5,0,90001,0,0
Dolphin,15487,944,306,6,6,0,90001,0,0
Tideskipper,15488,944,308,7,7,0,90001,0,0
,15489,945,148,0,0,0,90001,0,0
White,15490,945,147,1,1,0,90001,8689810,0
Orca,15491,945,307,5,5,0,90001,0,0
Dolphin,15492,945,306,6,6,0,90001,0,0
Tideskipper,15493,945,308,7,7,0,90001,0,0
,15494,946,148,0,0,0,90001,0,0
Light,15495,946,147,1,1,0,90001,15259508,0
Green,15496,946,147,2,2,0,90001,8490752,0
Dolphin,15497,946,306,6,6,0,90001,0,0
Tideskipper,15498,946,308,7,7,0,90001,0,0
,15499,947,148,0,0,0,90001,0,0
Light,15500,947,147,1,1,0,90001,15259508,0
Orca,15501,947,307,5,5,0,90001,0,0
Dolphin,15502,947,306,6,6,0,90001,0,0
Tideskipper,15503,947,308,7,7,0,90001,0,0
Green,15504,944,147,2,2,0,90001,10135552,0
Black,15505,944,147,3,3,0,90001,3817285,0
Blue,15506,944,147,4,4,0,90001,34684,0
Green,15507,945,147,2,2,0,90001,10135552,0
Black,15508,945,147,3,3,0,90001,3817285,0
Blue,15509,945,147,4,4,0,90001,34684,0
Orca,15510,946,307,5,5,0,90001,0,0
Dark,15511,946,147,3,3,0,90001,4737877,0
Brown,15512,946,147,4,4,0,90001,7355392,0
Green,15513,947,147,2,2,0,90001,8490752,0
Dark,15514,947,147,3,3,0,90001,4737877,0
Brown,15515,947,147,4,4,0,90001,7355392,0
,15516,948,148,0,0,0,90001,0,0
Stag,15517,948,147,1,1,0,90001,0,0
Cheetah,15518,948,309,2,2,0,90001,0,0
Doe,15519,948,310,3,3,0,90001,0,0
,15520,949,148,0,0,0,90001,0,0
Stag,15521,949,147,1,1,0,90001,0,0
Cheetah,15522,949,309,2,2,0,90001,0,0
Doe,15523,949,310,3,3,0,90001,0,0
,15524,950,148,0,0,0,90001,0,0
Stag,15525,950,147,1,1,0,90001,0,0
Cheetah,15526,950,309,2,2,0,90001,0,0
Doe,15527,950,310,3,3,0,90001,0,0
,15528,951,148,0,0,0,90001,0,0
Stag,15529,951,147,1,1,0,90001,0,0
Cheetah,15530,951,309,2,2,0,90001,0,0
Doe,15531,951,310,3,3,0,90001,0,0
,15532,952,148,0,0,0,90001,0,0
Moose,15533,952,147,1,1,0,90001,0,0
Cheetah,15534,952,309,2,2,0,90001,0,0
Doe,15535,952,310,3,3,0,90001,0,0
,15536,953,148,0,0,0,90001,0,0
Moose,15537,953,147,1,1,0,90001,0,0
Cheetah,15538,953,309,2,2,0,90001,0,0
Doe,15539,953,310,3,3,0,90001,0,0
,15540,954,148,0,0,0,90001,0,0
Raptor,15541,954,147,1,1,0,90001,0,0
Cheetah,15542,954,309,2,2,0,90001,0,0
Doe,15543,954,310,3,3,0,90001,0,0
,15544,955,148,0,0,0,90001,0,0
Raptor,15545,955,147,1,1,0,90001,0,0
Cheetah,15546,955,309,2,2,0,90001,0,0
Doe,15547,955,310,3,3,0,90001,0,0
,15548,956,148,0,0,0,90001,0,0
Light,15549,956,147,1,1,0,90001,15259508,0
Green,15550,956,147,2,2,0,90001,8490752,0
Dark,15551,956,147,3,3,0,90001,4737877,0
Brown,15552,956,147,4,4,0,90001,7355392,0
Cheetah,15553,956,309,5,5,0,90001,0,0
Doe,15554,956,310,6,6,0,90001,0,0
,15555,957,148,0,0,0,90001,0,0
Light,15556,957,147,1,1,0,90001,15259508,0
Green,15557,957,147,2,2,0,90001,8490752,0
Dark,15558,957,147,3,3,0,90001,4737877,0
Brown,15559,957,147,4,4,0,90001,7355392,0
Cheetah,15560,957,309,5,5,0,90001,0,0
Doe,15561,957,310,6,6,0,90001,0,0
,15562,958,148,0,0,0,90001,0,0
Hawk,15563,958,147,1,1,0,90001,0,0
Sentinel,15564,958,311,2,2,0,90001,0,0
Humble Flyer,15565,958,312,3,3,0,90001,0,0
Lunarwing,15566,958,331,4,4,0,90001,0,0
,15567,959,148,0,0,0,90001,0,0
Hawk,15568,959,147,1,1,0,90001,0,0
Sentinel,15569,959,311,2,2,0,90001,0,0
Humble Flyer,15570,959,312,3,3,0,90001,0,0
Lunarwing,15571,959,331,4,4,0,90001,0,0
,15572,960,148,0,0,0,90001,0,0
Bat,15573,960,147,1,1,0,90001,0,0
Sentinel,15574,960,311,2,2,0,90001,0,0
Humble Flyer,15575,960,312,3,3,0,90001,0,0
Lunarwing,15576,960,331,4,4,0,90001,0,0
,15577,961,148,0,0,0,90001,0,0
Bat,15578,961,147,1,1,0,90001,0,0
Sentinel,15579,961,311,2,2,0,90001,0,0
Humble Flyer,15580,961,312,3,3,0,90001,0,0
Lunarwing,15581,961,331,4,4,0,90001,0,0
,15582,962,148,0,0,0,90001,0,0
Eagle,15583,962,147,1,1,0,90001,0,0
Sentinel,15584,962,311,2,2,0,90001,0,0
Lunarwing,15586,962,331,4,4,0,90001,0,0
,15587,963,148,0,0,0,90001,0,0
Eagle,15588,963,147,1,1,0,90001,0,0
Sentinel,15589,963,311,2,2,0,90001,0,0
Lunarwing,15591,963,331,4,4,0,90001,0,0
,15592,964,148,0,0,0,90001,0,0
Pterrordax,15593,964,147,1,1,0,90001,0,0
Sentinel,15594,964,311,2,2,0,90001,0,0
Humble Flyer,15595,964,312,3,3,0,90001,0,0
Lunarwing,15596,964,331,4,4,0,90001,0,0
,15597,965,148,0,0,0,90001,0,0
Pterrordax,15598,965,147,1,1,0,90001,0,0
Sentinel,15599,965,311,2,2,0,90001,0,0
Humble Flyer,15600,965,312,3,3,0,90001,0,0
Lunarwing,15601,965,331,4,4,0,90001,0,0
,15602,966,148,0,0,0,90001,0,0
Thistlehawk,15603,966,147,1,1,0,90001,0,0
Sentinel,15604,966,311,2,2,0,90001,0,0
Humble Flyer,15605,966,312,3,3,0,90001,0,0
Lunarwing,15606,966,331,4,4,0,90001,0,0
,15607,967,148,0,0,0,90001,0,0
Thistlehawk,15608,967,147,1,1,0,90001,0,0
Sentinel,15609,967,311,2,2,0,90001,0,0
Humble Flyer,15610,967,312,3,3,0,90001,0,0
Lunarwing,15611,967,331,4,4,0,90001,0,0
Druid of the Flame,15612,625,283,31,31,0,90001,0,0
Druid of the Flame,15613,625,284,32,32,0,90001,0,0
Druid of the Flame,15614,903,282,30,30,0,90001,0,0
Druid of the Flame,15615,903,283,31,31,0,90001,0,0
Druid of the Flame,15616,903,284,32,32,0,90001,0,0
Druid of the Flame,15617,904,282,30,30,0,90001,0,0
Druid of the Flame,15618,904,283,31,31,0,90001,0,0
Druid of the Flame,15619,904,284,32,32,0,90001,0,0
Druid of the Flame,15620,905,282,30,30,0,90001,0,0
Druid of the Flame,15621,905,283,31,31,0,90001,0,0
Druid of the Flame,15622,905,284,32,32,0,90001,0,0
Druid of the Flame,15623,906,282,30,30,0,90001,0,0
Druid of the Flame,15624,906,283,31,31,0,90001,0,0
Druid of the Flame,15625,906,284,32,32,0,90001,0,0
Druid of the Flame,15626,628,282,30,30,0,90001,0,0
Druid of the Flame,15627,628,283,31,31,0,90001,0,0
Druid of the Flame,15628,628,284,32,32,0,90001,0,0
Druid of the Flame,15629,629,282,30,30,0,90001,0,0
Druid of the Flame,15630,629,283,31,31,0,90001,0,0
Druid of the Flame,15631,629,284,32,32,0,90001,0,0
Druid of the Flame,15632,907,282,29,29,0,90001,0,0
Druid of the Flame,15633,907,283,30,30,0,90001,0,0
Druid of the Flame,15634,907,284,31,31,0,90001,0,0
Druid of the Flame,15635,908,282,29,29,0,90001,0,0
Druid of the Flame,15636,908,283,30,30,0,90001,0,0
Druid of the Flame,15637,908,284,31,31,0,90001,0,0
Druid of the Flame,15638,909,282,29,29,0,90001,0,0
Druid of the Flame,15639,909,283,30,30,0,90001,0,0
Druid of the Flame,15640,909,284,31,31,0,90001,0,0
Druid of the Flame,15641,910,282,29,29,0,90001,0,0
Druid of the Flame,15642,910,283,30,30,0,90001,0,0
Druid of the Flame,15643,910,284,31,31,0,90001,0,0
Druid of the Flame,15644,911,282,29,29,0,90001,0,0
Druid of the Flame,15645,911,283,30,30,0,90001,0,0
Druid of the Flame,15646,911,284,31,31,0,90001,0,0
Druid of the Flame,15647,912,282,29,29,0,90001,0,0
Druid of the Flame,15648,912,283,30,30,0,90001,0,0
Druid of the Flame,15649,912,284,31,31,0,90001,0,0
,15650,968,12,0,0,0,90001,0,0
,15651,968,12,1,1,0,90001,0,0
,15652,968,12,2,2,0,90001,0,0
,15653,968,12,3,3,0,90001,0,0
,15654,969,141,0,0,0,90001,0,0
,15656,786,314,5,5,0,90001,8503808,0
,15657,786,314,6,6,0,90001,54002,0
,15658,786,314,7,7,0,90001,16187392,0
,15659,786,314,8,8,0,90001,16756224,0
,15660,786,314,9,9,0,90001,11029949,0
,15666,786,316,10,10,0,90001,4484703,0
,15667,786,316,11,11,0,90001,4220528,0
,15668,786,316,12,12,0,90001,5470274,0
,15669,786,316,13,13,0,90001,3888504,0
,15670,786,316,14,14,0,90001,7557270,0
,15671,786,317,15,15,0,90001,0,0
Defined,15672,970,141,0,0,0,90001,0,0
Average,15673,970,141,1,1,0,90001,0,0
Angled,15674,970,141,2,2,0,90001,0,0
Light,15675,970,141,3,3,0,90001,0,0
Natural,15676,970,141,4,4,0,90001,0,0
Soft,15677,970,141,5,5,0,90001,0,0
Flat,15678,970,141,6,6,0,90001,0,0
Curved,15679,970,141,7,7,0,90001,0,0
High,15680,970,141,8,8,0,90001,0,0
Solid,15681,970,141,9,9,0,90001,0,0
Full,15682,970,141,10,10,0,90001,0,0
Slim,15683,970,141,11,11,0,90001,0,0
Rounded,15684,970,141,12,12,0,90001,0,0
Thin,15685,970,141,13,13,0,90001,0,0
Straight,15686,970,141,14,14,0,90001,0,0
Thick,15687,970,141,15,15,0,90001,0,0
Short,15688,970,141,16,16,0,90001,0,0
Wild,15689,970,141,17,17,0,90001,0,0
Raised,15690,970,141,18,18,0,90001,0,0
Arched,15691,970,141,19,19,0,90001,0,0
Bold,15692,970,141,20,20,0,90001,0,0
Prominent,15693,970,141,21,21,0,90001,0,0
Cut,15694,970,141,22,22,0,90001,0,0
Small,15695,970,141,23,23,0,90001,0,0
Intense,15696,970,141,24,24,0,90001,0,0
Bushy,15697,970,141,25,25,0,90001,0,0
,15698,15,141,30,30,0,90001,0,0
,15699,15,141,31,31,0,90001,0,0
,15700,15,141,32,32,0,90001,0,0
,15701,15,141,33,33,0,90001,0,0
,15702,15,141,34,34,0,90001,0,0
,15703,15,141,35,35,0,90001,0,0
,15704,15,141,36,36,0,90001,0,0
,15705,15,141,37,37,0,90001,0,0
,15706,15,141,38,38,0,90001,0,0
,15707,15,141,39,39,0,90001,0,0
,15708,15,141,40,40,0,90001,0,0
,15709,15,141,41,41,0,90001,0,0
,15710,15,141,42,42,0,90001,0,0
,15711,15,141,43,43,0,90001,0,0
,15712,15,141,44,44,0,90001,0,0
,15713,15,141,45,45,0,90001,0,0
,15714,15,141,46,46,0,90001,0,0
,15715,15,141,47,47,0,90001,0,0
,15716,15,141,48,48,0,90001,0,0
,15717,15,141,49,49,0,90001,0,0
,15718,15,141,50,50,0,90001,0,0
,15719,15,141,51,51,0,90001,0,0
,15720,15,141,52,52,0,90001,0,0
,15721,15,141,53,53,0,90001,0,0
,15722,15,141,54,54,0,90001,0,0
,15723,15,141,55,55,0,90001,0,0
,15724,15,141,56,56,0,90001,0,0
,15725,15,141,57,57,0,90001,0,0
,15726,15,141,58,58,0,90001,0,0
,15727,15,141,59,59,0,90001,0,0
,15729,106,142,18,18,0,90001,0,0
,15730,106,142,19,19,0,90001,0,0
,15731,544,10,28,1000,0,90001,0,0
,15732,545,10,28,1000,0,90001,0,0
,15733,797,10,3,3,0,90001,0,0
,15734,799,10,3,3,0,90001,0,0
,15735,12,35,40,2,0,90001,4862497,0
,15736,12,37,41,32,0,90001,4862497,0
,15737,12,36,42,62,0,90001,4862497,0
,15738,17,41,40,2,0,90001,4862497,0
,15739,17,43,41,32,0,90001,4862497,0
,15740,17,42,42,62,0,90001,4862497,0
Slicked Back,15741,16,141,33,24,0,90001,0,0
,15742,464,12,26,92,0,90001,0,0
,15743,464,12,27,93,0,90001,0,0
,15744,464,12,28,94,0,90001,0,0
,15746,782,333,21,51,0,90001,-3901356,-7864065
,15747,782,333,22,53,0,90001,-3632293,-7864065
,15748,782,333,23,56,0,90001,-6721422,-7864065
,15749,782,333,24,57,0,90001,-3888308,-7864065
