sound_kit_id,reason,attack_roles_found,creature_sound_data_ids,creature_model_data_ids,creature_display_ids,display_gender_values,file_count_in_sound_kit,file_data_ids,filenames
272025,no_creature_model_data_for_creature_sound_data,attack,9174,,,,10,1906584|1906585|1906586|1906587|1906588|1906589|1906590|1906591|1906592|1906593,vo_801_pc_-_darkiron_dwarf_male_attack_01|vo_801_pc_-_darkiron_dwarf_male_attack_02|vo_801_pc_-_darkiron_dwarf_male_attack_03|vo_801_pc_-_darkiron_dwarf_male_attack_04|vo_801_pc_-_darkiron_dwarf_male_attack_05|vo_801_pc_-_darkiron_dwarf_male_attack_06|vo_801_pc_-_darkiron_dwarf_male_attack_07|vo_801_pc_-_darkiron_dwarf_male_attack_08|vo_801_pc_-_darkiron_dwarf_male_attack_09|vo_801_pc_-_darkiron_dwarf_male_attack_10
272029,no_creature_sound_data_attack_mapping,,,,,,5,1906594|1906595|1906596|1906597|1906598,vo_801_pc_-_darkiron_dwarf_male_attack_crit_01|vo_801_pc_-_darkiron_dwarf_male_attack_crit_02|vo_801_pc_-_darkiron_dwarf_male_attack_crit_03|vo_801_pc_-_darkiron_dwarf_male_attack_crit_04|vo_801_pc_-_darkiron_dwarf_male_attack_crit_05
272077,no_creature_model_data_for_creature_sound_data,attack,9175,,,,11,1906510|1906511|1906512|1906513|1906514|1906515|1906516|1906517|1906518|1906519|1906520,vo_801_pc_-_darkiron_dwarf_female_attack_01|vo_801_pc_-_darkiron_dwarf_female_attack_02|vo_801_pc_-_darkiron_dwarf_female_attack_03|vo_801_pc_-_darkiron_dwarf_female_attack_04|vo_801_pc_-_darkiron_dwarf_female_attack_05|vo_801_pc_-_darkiron_dwarf_female_attack_06|vo_801_pc_-_darkiron_dwarf_female_attack_07|vo_801_pc_-_darkiron_dwarf_female_attack_08|vo_801_pc_-_darkiron_dwarf_female_attack_09|vo_801_pc_-_darkiron_dwarf_female_attack_10|vo_801_pc_-_darkiron_dwarf_female_attack_11
272081,no_creature_sound_data_attack_mapping,,,,,,5,1906521|1906522|1906523|1906524|1906525,vo_801_pc_-_darkiron_dwarf_female_attack_crit_01|vo_801_pc_-_darkiron_dwarf_female_attack_crit_02|vo_801_pc_-_darkiron_dwarf_female_attack_crit_03|vo_801_pc_-_darkiron_dwarf_female_attack_crit_04|vo_801_pc_-_darkiron_dwarf_female_attack_crit_05
272093,no_creature_model_data_for_creature_sound_data,attack,9177,,,,10,1906584|1906585|1906586|1906587|1906588|1906589|1906590|1906591|1906592|1906593,vo_801_pc_-_darkiron_dwarf_male_attack_01|vo_801_pc_-_darkiron_dwarf_male_attack_02|vo_801_pc_-_darkiron_dwarf_male_attack_03|vo_801_pc_-_darkiron_dwarf_male_attack_04|vo_801_pc_-_darkiron_dwarf_male_attack_05|vo_801_pc_-_darkiron_dwarf_male_attack_06|vo_801_pc_-_darkiron_dwarf_male_attack_07|vo_801_pc_-_darkiron_dwarf_male_attack_08|vo_801_pc_-_darkiron_dwarf_male_attack_09|vo_801_pc_-_darkiron_dwarf_male_attack_10
272097,no_creature_sound_data_attack_mapping,,,,,,5,1906594|1906595|1906596|1906597|1906598,vo_801_pc_-_darkiron_dwarf_male_attack_crit_01|vo_801_pc_-_darkiron_dwarf_male_attack_crit_02|vo_801_pc_-_darkiron_dwarf_male_attack_crit_03|vo_801_pc_-_darkiron_dwarf_male_attack_crit_04|vo_801_pc_-_darkiron_dwarf_male_attack_crit_05
272100,no_creature_sound_data_attack_mapping,,,,,,10,1906584|1906585|1906586|1906587|1906588|1906589|1906590|1906591|1906592|1906593,vo_801_pc_-_darkiron_dwarf_male_attack_01|vo_801_pc_-_darkiron_dwarf_male_attack_02|vo_801_pc_-_darkiron_dwarf_male_attack_03|vo_801_pc_-_darkiron_dwarf_male_attack_04|vo_801_pc_-_darkiron_dwarf_male_attack_05|vo_801_pc_-_darkiron_dwarf_male_attack_06|vo_801_pc_-_darkiron_dwarf_male_attack_07|vo_801_pc_-_darkiron_dwarf_male_attack_08|vo_801_pc_-_darkiron_dwarf_male_attack_09|vo_801_pc_-_darkiron_dwarf_male_attack_10
272101,no_creature_model_data_for_creature_sound_data,attack,9178,,,,11,1906510|1906511|1906512|1906513|1906514|1906515|1906516|1906517|1906518|1906519|1906520,vo_801_pc_-_darkiron_dwarf_female_attack_01|vo_801_pc_-_darkiron_dwarf_female_attack_02|vo_801_pc_-_darkiron_dwarf_female_attack_03|vo_801_pc_-_darkiron_dwarf_female_attack_04|vo_801_pc_-_darkiron_dwarf_female_attack_05|vo_801_pc_-_darkiron_dwarf_female_attack_06|vo_801_pc_-_darkiron_dwarf_female_attack_07|vo_801_pc_-_darkiron_dwarf_female_attack_08|vo_801_pc_-_darkiron_dwarf_female_attack_09|vo_801_pc_-_darkiron_dwarf_female_attack_10|vo_801_pc_-_darkiron_dwarf_female_attack_11
272105,no_creature_sound_data_attack_mapping,,,,,,5,1906521|1906522|1906523|1906524|1906525,vo_801_pc_-_darkiron_dwarf_female_attack_crit_01|vo_801_pc_-_darkiron_dwarf_female_attack_crit_02|vo_801_pc_-_darkiron_dwarf_female_attack_crit_03|vo_801_pc_-_darkiron_dwarf_female_attack_crit_04|vo_801_pc_-_darkiron_dwarf_female_attack_crit_05
272108,no_creature_sound_data_attack_mapping,,,,,,11,1906510|1906511|1906512|1906513|1906514|1906515|1906516|1906517|1906518|1906519|1906520,vo_801_pc_-_darkiron_dwarf_female_attack_01|vo_801_pc_-_darkiron_dwarf_female_attack_02|vo_801_pc_-_darkiron_dwarf_female_attack_03|vo_801_pc_-_darkiron_dwarf_female_attack_04|vo_801_pc_-_darkiron_dwarf_female_attack_05|vo_801_pc_-_darkiron_dwarf_female_attack_06|vo_801_pc_-_darkiron_dwarf_female_attack_07|vo_801_pc_-_darkiron_dwarf_female_attack_08|vo_801_pc_-_darkiron_dwarf_female_attack_09|vo_801_pc_-_darkiron_dwarf_female_attack_10|vo_801_pc_-_darkiron_dwarf_female_attack_11
272175,no_creature_model_data_for_creature_sound_data,attack,9179,,,,3,556107|556109|556118,nagaattackb|nagaattacka|nagaattackc
272255,no_creature_model_data_for_creature_sound_data,attack,9180,,,,15,555509|555514|555520|555534|555545|851678|851680|851682|851684|851686|851688|851690|851692|851694|851696,vo_if_moira_attackcritical02|vo_if_moira_attackcritical03|vo_if_moira_attackcritical04|vo_if_moira_attackcritical05|vo_if_moira_attackcritical01|vo_53_moira_attack_01|vo_53_moira_attack_010|vo_53_moira_attack_02|vo_53_moira_attack_03|vo_53_moira_attack_04|vo_53_moira_attack_05|vo_53_moira_attack_06|vo_53_moira_attack_07|vo_53_moira_attack_08|vo_53_moira_attack_09
272256,no_creature_sound_data_attack_mapping,,,,,,5,851668|851670|851672|851674|851676,vo_53_moira_attackcrit_01|vo_53_moira_attackcrit_02|vo_53_moira_attackcrit_03|vo_53_moira_attackcrit_04|vo_53_moira_attackcrit_05
272294,no_creature_sound_data_attack_mapping,,,,,,9,542466|542467|542468|542471|951686|951688|951690|951692|951694,trollmalemainattacka|trollmalemainattackb|trollmalemainattackc|trollmalemainattackd|vo_pctrollmalemain_attack_01|vo_pctrollmalemain_attack_02|vo_pctrollmalemain_attack_03|vo_pctrollmalemain_attack_04|vo_pctrollmalemain_attack_05
272295,no_creature_sound_data_attack_mapping,,,,,,9,542453|542454|542460|542462|951642|951644|951646|951648|951650,trollfemalmainattackb|trollfemalmainattackd|trollfemalmainattackc|trollfemalmainattacka|vo_pctrollfemalemain_attack_01|vo_pctrollfemalemain_attack_02|vo_pctrollfemalemain_attack_03|vo_pctrollfemalemain_attack_04|vo_pctrollfemalemain_attack_05
272296,no_creature_sound_data_attack_mapping,,,,,,10,542430|542433|542434|542437|951552|951554|951556|951558|951560|951562,taurenfemalefinalattackb|taurenfemalefinalattackc|taurenfemalefinalattacka|taurenfemalefinalattackd|vo_pctaurenfemale_attack_01|vo_pctaurenfemale_attack_02|vo_pctaurenfemale_attack_03|vo_pctaurenfemale_attack_04|vo_pctaurenfemale_attack_05|vo_pctaurenfemale_attack_06
272359,no_creature_sound_data_attack_mapping,,,,,,10,1979834|1979835|1979836|1979837|1979838|1979839|1979840|1979841|1979842|1979843,mon_giantbee_attack_01|mon_giantbee_attack_02|mon_giantbee_attack_03|mon_giantbee_attack_04|mon_giantbee_attack_05|mon_giantbee_attack_06|mon_giantbee_attack_07|mon_giantbee_attack_08|mon_giantbee_attack_09|mon_giantbee_attack_10
272365,no_creature_sound_data_attack_mapping,,,,,,10,1979834|1979835|1979836|1979837|1979838|1979839|1979840|1979841|1979842|1979843,mon_giantbee_attack_01|mon_giantbee_attack_02|mon_giantbee_attack_03|mon_giantbee_attack_04|mon_giantbee_attack_05|mon_giantbee_attack_06|mon_giantbee_attack_07|mon_giantbee_attack_08|mon_giantbee_attack_09|mon_giantbee_attack_10
272368,no_creature_sound_data_attack_mapping,,,,,,10,1979834|1979835|1979836|1979837|1979838|1979839|1979840|1979841|1979842|1979843,mon_giantbee_attack_01|mon_giantbee_attack_02|mon_giantbee_attack_03|mon_giantbee_attack_04|mon_giantbee_attack_05|mon_giantbee_attack_06|mon_giantbee_attack_07|mon_giantbee_attack_08|mon_giantbee_attack_09|mon_giantbee_attack_10
272380,no_creature_sound_data_attack_mapping,,,,,,10,1979834|1979835|1979836|1979837|1979838|1979839|1979840|1979841|1979842|1979843,mon_giantbee_attack_01|mon_giantbee_attack_02|mon_giantbee_attack_03|mon_giantbee_attack_04|mon_giantbee_attack_05|mon_giantbee_attack_06|mon_giantbee_attack_07|mon_giantbee_attack_08|mon_giantbee_attack_09|mon_giantbee_attack_10
272391,no_creature_sound_data_attack_mapping,,,,,,10,1979834|1979835|1979836|1979837|1979838|1979839|1979840|1979841|1979842|1979843,mon_giantbee_attack_01|mon_giantbee_attack_02|mon_giantbee_attack_03|mon_giantbee_attack_04|mon_giantbee_attack_05|mon_giantbee_attack_06|mon_giantbee_attack_07|mon_giantbee_attack_08|mon_giantbee_attack_09|mon_giantbee_attack_10
272477,no_creature_model_data_for_creature_sound_data,attack,9191,,,,3,550821|550826|550827,goblinshredderattackc|goblinshredderattackb|goblinshredderattacka
272480,no_creature_sound_data_attack_mapping,,,,,,6,545953|545956|545959|545962|545966|545978,cataclysmcrocodile_attacks_03|cataclysmcrocodile_attacks_01|cataclysmcrocodile_attacks_04|cataclysmcrocodile_attacks_05|cataclysmcrocodile_attacks_02|cataclysmcrocodile_attacks_06
272534,no_creature_sound_data_attack_mapping,,,,,,4,1954678|1954680|1954681|1954682,mon_azeritewarmachinecannon_attack_01|mon_azeritewarmachinecannon_attack_02|mon_azeritewarmachinecannon_attack_03|mon_azeritewarmachinecannon_attack_04
272593,no_creature_sound_data_attack_mapping,,,,,,10,4543538|4543541|4543546|4543551|4543555|4543559|4543563|4543566|4543570|4543576,10.0_magic_storm_impact_electrifiedthunderhardattacklarge_01|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_02|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_03|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_04|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_05|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_06|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_07|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_08|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_09|10.0_magic_storm_impact_electrifiedthunderhardattacklarge_10
272626,no_creature_sound_data_attack_mapping,,,,,,10,548323|548324|548328|548331|548339|548350|548358|548360|548375|548383,ettin_attack_02|ettin_attack_05|ettin_attack_07|ettin_attack_08|ettin_attack_10|ettin_attack_06|ettin_attack_01|ettin_attack_03|ettin_attack_09|ettin_attack_04
272632,no_creature_sound_data_attack_mapping,,,,,,10,2148610|2148611|2148612|2148613|2148614|2148615|2148616|2148617|2148618|2148619,mon_giant_parrot_attack_01|mon_giant_parrot_attack_02|mon_giant_parrot_attack_03|mon_giant_parrot_attack_04|mon_giant_parrot_attack_05|mon_giant_parrot_attack_06|mon_giant_parrot_attack_07|mon_giant_parrot_attack_08|mon_giant_parrot_attack_09|mon_giant_parrot_attack_10
272645,no_creature_sound_data_attack_mapping,,,,,,15,2148610|2148611|2148612|2148613|2148614|2148615|2148616|2148617|2148618|2148619|2148620|2148621|2148622|2148623|2148624,mon_giant_parrot_attack_01|mon_giant_parrot_attack_02|mon_giant_parrot_attack_03|mon_giant_parrot_attack_04|mon_giant_parrot_attack_05|mon_giant_parrot_attack_06|mon_giant_parrot_attack_07|mon_giant_parrot_attack_08|mon_giant_parrot_attack_09|mon_giant_parrot_attack_10|mon_giant_parrot_attack_crit_01|mon_giant_parrot_attack_crit_02|mon_giant_parrot_attack_crit_03|mon_giant_parrot_attack_crit_04|mon_giant_parrot_attack_crit_05
272898,no_creature_model_data_for_creature_sound_data,attack,9199|9237,,,,6,601046|601049|601058|601064|601073|601079,ironvrykulmale_attack01|ironvrykulmale_attack05|ironvrykulmale_attack06|ironvrykulmale_attack03|ironvrykulmale_attack04|ironvrykulmale_attack02
272904,no_creature_sound_data_attack_mapping,,,,,,6,601046|601049|601058|601064|601073|601079,ironvrykulmale_attack01|ironvrykulmale_attack05|ironvrykulmale_attack06|ironvrykulmale_attack03|ironvrykulmale_attack04|ironvrykulmale_attack02
272913,no_creature_model_data_for_creature_sound_data,attack,9200,,,,10,1249130|1249131|1249132|1249133|1249134|1249135|1249136|1249137|1249138|1249139,mon_vrykulfemale_v2_attack_01|mon_vrykulfemale_v2_attack_02|mon_vrykulfemale_v2_attack_03|mon_vrykulfemale_v2_attack_04|mon_vrykulfemale_v2_attack_05|mon_vrykulfemale_v2_attack_06|mon_vrykulfemale_v2_attack_07|mon_vrykulfemale_v2_attack_08|mon_vrykulfemale_v2_attack_09|mon_vrykulfemale_v2_attack_10
272956,no_creature_sound_data_attack_mapping,,,,,,5,1249140|1249141|1249142|1249143|1249144,mon_vrykulfemale_v2_attackcrit_01|mon_vrykulfemale_v2_attackcrit_02|mon_vrykulfemale_v2_attackcrit_03|mon_vrykulfemale_v2_attackcrit_04|mon_vrykulfemale_v2_attackcrit_05
273087,no_creature_sound_data_attack_mapping,,,,,,10,1795061|1795062|1795063|1795064|1795065|1795066|1795067|1795068|1795069|1795070,mon_saurolisk_attack_01|mon_saurolisk_attack_02|mon_saurolisk_attack_03|mon_saurolisk_attack_04|mon_saurolisk_attack_05|mon_saurolisk_attack_06|mon_saurolisk_attack_07|mon_saurolisk_attack_08|mon_saurolisk_attack_09|mon_saurolisk_attack_10
273088,no_creature_sound_data_attack_mapping,,,,,,5,1795071|1795072|1795073|1795074|1795075,mon_saurolisk_attackcrit_01|mon_saurolisk_attackcrit_02|mon_saurolisk_attackcrit_03|mon_saurolisk_attackcrit_04|mon_saurolisk_attackcrit_05
273114,no_creature_sound_data_attack_mapping,,,,,,12,4077129|4077131|4077133|4077135|4077137|4077139|4077141|4077143|4077145|4077147|4077149|4077151,mon_damp_skrat_attack_01_180629|mon_damp_skrat_attack_02_180629|mon_damp_skrat_attack_03_180629|mon_damp_skrat_attack_04_180629|mon_damp_skrat_attack_05_180629|mon_damp_skrat_attack_06_180629|mon_damp_skrat_attack_07_180629|mon_damp_skrat_attack_08_180629|mon_damp_skrat_attack_09_180629|mon_damp_skrat_attack_10_180629|mon_damp_skrat_attack_11_180629|mon_damp_skrat_attack_12_180629
273431,no_creature_model_data_for_creature_sound_data,attack,9209,,,,15,3594813|3594815|3594817|3594819|3594821|3594823|3594825|3594827|3594829|3594831|3594833|3594835|3594837|3594839|3594841,mon_ardenwealdstag_attackcritical_00_158124|mon_ardenwealdstag_attackcritical_01_158124|mon_ardenwealdstag_attackcritical_02_158124|mon_ardenwealdstag_attackcritical_03_158124|mon_ardenwealdstag_attackcritical_04_158124|mon_ardenwealdstag_attack_00_158123|mon_ardenwealdstag_attack_01_158123|mon_ardenwealdstag_attack_02_158123|mon_ardenwealdstag_attack_03_158123|mon_ardenwealdstag_attack_04_158123|mon_ardenwealdstag_attack_05_158123|mon_ardenwealdstag_attack_06_158123|mon_ardenwealdstag_attack_07_158123|mon_ardenwealdstag_attack_08_158123|mon_ardenwealdstag_attack_09_158123
273432,no_creature_sound_data_attack_mapping,,,,,,15,3594813|3594815|3594817|3594819|3594821|3594823|3594825|3594827|3594829|3594831|3594833|3594835|3594837|3594839|3594841,mon_ardenwealdstag_attackcritical_00_158124|mon_ardenwealdstag_attackcritical_01_158124|mon_ardenwealdstag_attackcritical_02_158124|mon_ardenwealdstag_attackcritical_03_158124|mon_ardenwealdstag_attackcritical_04_158124|mon_ardenwealdstag_attack_00_158123|mon_ardenwealdstag_attack_01_158123|mon_ardenwealdstag_attack_02_158123|mon_ardenwealdstag_attack_03_158123|mon_ardenwealdstag_attack_04_158123|mon_ardenwealdstag_attack_05_158123|mon_ardenwealdstag_attack_06_158123|mon_ardenwealdstag_attack_07_158123|mon_ardenwealdstag_attack_08_158123|mon_ardenwealdstag_attack_09_158123
273469,no_creature_sound_data_attack_mapping,,,,,,10,1335112|1335113|1335114|1335115|1335116|1335117|1335118|1335119|1335120|1335121,vo_70_vrykul_male_mystic_attack_01|vo_70_vrykul_male_mystic_attack_02|vo_70_vrykul_male_mystic_attack_03|vo_70_vrykul_male_mystic_attack_04|vo_70_vrykul_male_mystic_attack_05|vo_70_vrykul_male_mystic_attack_06|vo_70_vrykul_male_mystic_attack_07|vo_70_vrykul_male_mystic_attack_08|vo_70_vrykul_male_mystic_attack_09|vo_70_vrykul_male_mystic_attack_010
273482,no_creature_sound_data_attack_mapping,,,,,,10,1335112|1335113|1335114|1335115|1335116|1335117|1335118|1335119|1335120|1335121,vo_70_vrykul_male_mystic_attack_01|vo_70_vrykul_male_mystic_attack_02|vo_70_vrykul_male_mystic_attack_03|vo_70_vrykul_male_mystic_attack_04|vo_70_vrykul_male_mystic_attack_05|vo_70_vrykul_male_mystic_attack_06|vo_70_vrykul_male_mystic_attack_07|vo_70_vrykul_male_mystic_attack_08|vo_70_vrykul_male_mystic_attack_09|vo_70_vrykul_male_mystic_attack_010
273492,no_creature_model_data_for_creature_sound_data,attack,9212,,,,16,1243760|1243761|1243762|1243763|1243764|1243765|1243766|1243767|1243768|1243769|1243770|1243771|1243772|1243773|1243774|1243775,mon_vrykulmalev2_attack01|mon_vrykulmalev2_attack02|mon_vrykulmalev2_attack03|mon_vrykulmalev2_attack04|mon_vrykulmalev2_attack05|mon_vrykulmalev2_attack06|mon_vrykulmalev2_attack07|mon_vrykulmalev2_attack08|mon_vrykulmalev2_attack09|mon_vrykulmalev2_attack10|mon_vrykulmalev2_attackcrit01|mon_vrykulmalev2_attackcrit02|mon_vrykulmalev2_attackcrit03|mon_vrykulmalev2_attackcrit04|mon_vrykulmalev2_attackcrit05|mon_vrykulmalev2_attackcrit06
273528,no_creature_sound_data_attack_mapping,,,,,,15,1415354|1415355|1415356|1415357|1415358|1415359|1415360|1415361|1415362|1415363|1415384|1415385|1415386|1415387|1415388,vo_70_vrykul_female_attack_06|vo_70_vrykul_female_attack_07|vo_70_vrykul_female_attack_08|vo_70_vrykul_female_attack_09|vo_70_vrykul_female_attack_010|vo_70_vrykul_female_attackcrit_01|vo_70_vrykul_female_attackcrit_02|vo_70_vrykul_female_attackcrit_03|vo_70_vrykul_female_attackcrit_04|vo_70_vrykul_female_attackcrit_05|vo_70_vrykul_female_attack_01|vo_70_vrykul_female_attack_02|vo_70_vrykul_female_attack_03|vo_70_vrykul_female_attack_04|vo_70_vrykul_female_attack_05
273538,no_creature_sound_data_attack_mapping,,,,,,16,1243760|1243761|1243762|1243763|1243764|1243765|1243766|1243767|1243768|1243769|1243770|1243771|1243772|1243773|1243774|1243775,mon_vrykulmalev2_attack01|mon_vrykulmalev2_attack02|mon_vrykulmalev2_attack03|mon_vrykulmalev2_attack04|mon_vrykulmalev2_attack05|mon_vrykulmalev2_attack06|mon_vrykulmalev2_attack07|mon_vrykulmalev2_attack08|mon_vrykulmalev2_attack09|mon_vrykulmalev2_attack10|mon_vrykulmalev2_attackcrit01|mon_vrykulmalev2_attackcrit02|mon_vrykulmalev2_attackcrit03|mon_vrykulmalev2_attackcrit04|mon_vrykulmalev2_attackcrit05|mon_vrykulmalev2_attackcrit06
273543,no_creature_sound_data_attack_mapping,,,,,,15,1415354|1415355|1415356|1415357|1415358|1415359|1415360|1415361|1415362|1415363|1415384|1415385|1415386|1415387|1415388,vo_70_vrykul_female_attack_06|vo_70_vrykul_female_attack_07|vo_70_vrykul_female_attack_08|vo_70_vrykul_female_attack_09|vo_70_vrykul_female_attack_010|vo_70_vrykul_female_attackcrit_01|vo_70_vrykul_female_attackcrit_02|vo_70_vrykul_female_attackcrit_03|vo_70_vrykul_female_attackcrit_04|vo_70_vrykul_female_attackcrit_05|vo_70_vrykul_female_attack_01|vo_70_vrykul_female_attack_02|vo_70_vrykul_female_attack_03|vo_70_vrykul_female_attack_04|vo_70_vrykul_female_attack_05
273578,no_creature_sound_data_attack_mapping,,,,,,16,1243760|1243761|1243762|1243763|1243764|1243765|1243766|1243767|1243768|1243769|1243770|1243771|1243772|1243773|1243774|1243775,mon_vrykulmalev2_attack01|mon_vrykulmalev2_attack02|mon_vrykulmalev2_attack03|mon_vrykulmalev2_attack04|mon_vrykulmalev2_attack05|mon_vrykulmalev2_attack06|mon_vrykulmalev2_attack07|mon_vrykulmalev2_attack08|mon_vrykulmalev2_attack09|mon_vrykulmalev2_attack10|mon_vrykulmalev2_attackcrit01|mon_vrykulmalev2_attackcrit02|mon_vrykulmalev2_attackcrit03|mon_vrykulmalev2_attackcrit04|mon_vrykulmalev2_attackcrit05|mon_vrykulmalev2_attackcrit06
273613,no_creature_sound_data_attack_mapping,,,,,,5,1394905|1394906|1394907|1394908|1394909,fx_mechanical_attack01|fx_mechanical_attack02|fx_mechanical_attack03|fx_mechanical_attack04|fx_mechanical_attack05
273752,no_creature_model_data_for_creature_sound_data,attack,9218,,,,5,799798|799800|799802|799804|799806,mon_creepycrate_attack_01|mon_creepycrate_attack_02|mon_creepycrate_attack_03|mon_creepycrate_attack_04|mon_creepycrate_attack_05
273754,no_creature_model_data_for_creature_sound_data,attack_critical,9218,,,,2,799794|799796,mon_creepycrate_attackcrit_01|mon_creepycrate_attackcrit_02
273766,no_creature_sound_data_attack_mapping,,,,,,10,630366|630368|630370|630372|630374|630376|630378|630380|630382|630384,mon_pandarenyeti_attack01|mon_pandarenyeti_attack02|mon_pandarenyeti_attack03|mon_pandarenyeti_attack04|mon_pandarenyeti_attack05|mon_pandarenyeti_attack06|mon_pandarenyeti_attack07|mon_pandarenyeti_attack08|mon_pandarenyeti_attack09|mon_pandarenyeti_attack10
273767,no_creature_sound_data_attack_mapping,,,,,,10,550739|550743|550746|550752|550755|550757|550758|550760|550763|550764,goblinmale_attack06|goblinmale_attack05|goblinmale_attack02|goblinmale_attack01|goblinmale_attack03|goblinmale_attack08|goblinmale_attack09|goblinmale_attack10|goblinmale_attack07|goblinmale_attack04
273814,no_creature_model_data_for_creature_sound_data,attack,9222,,,,7,1278510|1278511|1278512|1278513|1278514|1278515|1278516,mon_seagiant_v2_attack_01|mon_seagiant_v2_attack_02|mon_seagiant_v2_attack_03|mon_seagiant_v2_attack_04|mon_seagiant_v2_attack_05|mon_seagiant_v2_attack_06|mon_seagiant_v2_attack_07
273815,no_creature_model_data_for_creature_sound_data,attack_critical,9222,,,,3,1278517|1278518|1278519,mon_seagiant_v2_attackcrit_01|mon_seagiant_v2_attackcrit_02|mon_seagiant_v2_attackcrit_03
273824,no_creature_sound_data_attack_mapping,,,,,,4,567921|567922|567926|567927,unarmedattackmediumc|unarmedattackmediumb|unarmedattackmediumcrit|unarmedattackmediuma
273829,no_creature_sound_data_attack_mapping,,,,,,7,1278510|1278511|1278512|1278513|1278514|1278515|1278516,mon_seagiant_v2_attack_01|mon_seagiant_v2_attack_02|mon_seagiant_v2_attack_03|mon_seagiant_v2_attack_04|mon_seagiant_v2_attack_05|mon_seagiant_v2_attack_06|mon_seagiant_v2_attack_07
273843,no_creature_sound_data_attack_mapping,,,,,,3,564107|564109|564111,wendigoattacka|wendigoattackb|wendigoattackc
273889,no_creature_model_data_for_creature_sound_data,attack,9225,,,,6,1266222|1266223|1266224|1266225|1266226|1266227,mon_eagle_attack_01|mon_eagle_attack_02|mon_eagle_attack_03|mon_eagle_attack_04|mon_eagle_attack_05|mon_eagle_attack_06
273890,no_creature_model_data_for_creature_sound_data,attack_critical,9225,,,,6,1266222|1266223|1266224|1266225|1266226|1266227,mon_eagle_attack_01|mon_eagle_attack_02|mon_eagle_attack_03|mon_eagle_attack_04|mon_eagle_attack_05|mon_eagle_attack_06
273921,no_creature_sound_data_attack_mapping,,,,,,8,5857972|5857974|5857976|5857978|5857980|5857982|5857984|5857986,shark2_attack_5857972|shark2_attack_5857974|shark2_attack_5857976|shark2_attack_5857978|shark2_attack_5857980|shark2_attack_5857982|shark2_attack_5857984|shark2_attack_5857986
273922,no_creature_sound_data_attack_mapping,,,,,,7,1989403|1989404|1989405|1989406|1989407|1989408|1989409,mon_shark_v2_attack_01|mon_shark_v2_attack_02|mon_shark_v2_attack_03|mon_shark_v2_attack_04|mon_shark_v2_attack_05|mon_shark_v2_attack_06|mon_shark_v2_attack_07
273928,no_creature_sound_data_attack_mapping,,,,,,8,5857972|5857974|5857976|5857978|5857980|5857982|5857984|5857986,shark2_attack_5857972|shark2_attack_5857974|shark2_attack_5857976|shark2_attack_5857978|shark2_attack_5857980|shark2_attack_5857982|shark2_attack_5857984|shark2_attack_5857986
273952,no_creature_model_data_for_creature_sound_data,attack,9233,,,,7,3597818|3597820|3597822|3597824|3597826|3597828|3597830,mon_maldraxxusboar_attack_00_158568|mon_maldraxxusboar_attack_01_158568|mon_maldraxxusboar_attack_02_158568|mon_maldraxxusboar_attack_03_158568|mon_maldraxxusboar_attack_04_158568|mon_maldraxxusboar_attack_05_158568|mon_maldraxxusboar_attack_06_158568
273972,no_creature_sound_data_attack_mapping,,,,,,3,564107|564109|564111,wendigoattacka|wendigoattackb|wendigoattackc
273982,no_creature_model_data_for_creature_sound_data,attack,9234,,,,10,925082|925084|925086|925088|925090|925092|925094|925096|925098|925100,mon_ogre_dumb_attack01|mon_ogre_dumb_attack02|mon_ogre_dumb_attack03|mon_ogre_dumb_attack04|mon_ogre_dumb_attack05|mon_ogre_dumb_attack06|mon_ogre_dumb_attack07|mon_ogre_dumb_attack08|mon_ogre_dumb_attack09|mon_ogre_dumb_attack10
273987,no_creature_sound_data_attack_mapping,,,,,,5,925102|925104|925106|925108|925110,mon_ogre_dumb_attackcrit01|mon_ogre_dumb_attackcrit02|mon_ogre_dumb_attackcrit03|mon_ogre_dumb_attackcrit04|mon_ogre_dumb_attackcrit05
274069,no_creature_sound_data_attack_mapping,,,,,,6,601046|601049|601058|601064|601073|601079,ironvrykulmale_attack01|ironvrykulmale_attack05|ironvrykulmale_attack06|ironvrykulmale_attack03|ironvrykulmale_attack04|ironvrykulmale_attack02
274078,no_creature_sound_data_attack_mapping,,,,,,9,4543791|4543793|4543795|4543797|4543799|4543801|4543803|4543805|4543807,10.0_magic_storm_impact_thundersoftattackmedium_01|10.0_magic_storm_impact_thundersoftattackmedium_02|10.0_magic_storm_impact_thundersoftattackmedium_03|10.0_magic_storm_impact_thundersoftattackmedium_04|10.0_magic_storm_impact_thundersoftattackmedium_05|10.0_magic_storm_impact_thundersoftattackmedium_06|10.0_magic_storm_impact_thundersoftattackmedium_07|10.0_magic_storm_impact_thundersoftattackmedium_08|10.0_magic_storm_impact_thundersoftattackmedium_09
